outer_fold,task,feature,coefficient,selected_candidate
3,p10_utility,interaction::qrsbt_support_score__PLACE_AT_10,0.0,1.0
3,p10_utility,interaction::base_rank__PLACE_AT_2,-0.017355822932146943,1.0
3,p10_utility,interaction::base_rank__PLACE_AT_3,-0.2968647303544167,1.0
3,p10_utility,interaction::base_rank__PLACE_AT_5,0.36805920681989024,1.0
3,p10_utility,interaction::base_rank__PLACE_AT_10,-0.28363451959537694,1.0
4,utility,num::qrsbt_relevance_probability,-0.2874290578147997,1.0
4,utility,num::qrsbt_confidence,0.23044611238658003,1.0
4,utility,num::qrsbt_support_score,0.0,1.0
4,utility,num::base_rank,-0.1780938254110238,1.0
4,utility,action::PLACE_AT_2,-0.17398743801653407,1.0
4,utility,action::PLACE_AT_3,-0.37652187327824255,1.0
4,utility,action::PLACE_AT_5,-0.833271184573008,1.0
4,utility,action::PLACE_AT_10,-1.7504061707989038,1.0
4,utility,interaction::qrsbt_relevance_probability__PLACE_AT_2,0.0854109399962512,1.0
4,utility,interaction::qrsbt_relevance_probability__PLACE_AT_3,0.10833265347923159,1.0
4,utility,interaction::qrsbt_relevance_probability__PLACE_AT_5,0.2523674648745931,1.0
4,utility,interaction::qrsbt_relevance_probability__PLACE_AT_10,0.3599763311248081,1.0
4,utility,interaction::qrsbt_confidence__PLACE_AT_2,-0.021865266277474545,1.0
4,utility,interaction::qrsbt_confidence__PLACE_AT_3,0.042840877068391375,1.0
4,utility,interaction::qrsbt_confidence__PLACE_AT_5,-0.08652973488684523,1.0
4,utility,interaction::qrsbt_confidence__PLACE_AT_10,-0.19904478994765482,1.0
4,utility,interaction::qrsbt_support_score__PLACE_AT_2,0.0,1.0
4,utility,interaction::qrsbt_support_score__PLACE_AT_3,0.0,1.0
4,utility,interaction::qrsbt_support_score__PLACE_AT_5,0.0,1.0
4,utility,interaction::qrsbt_support_score__PLACE_AT_10,0.0,1.0
4,utility,interaction::base_rank__PLACE_AT_2,0.05328780552935028,1.0
4,utility,interaction::base_rank__PLACE_AT_3,0.09519896198901466,1.0
4,utility,interaction::base_rank__PLACE_AT_5,0.10311554593926855,1.0
4,utility,interaction::base_rank__PLACE_AT_10,0.03526054474217926,1.0
4,irrelevant,num::qrsbt_relevance_probability,0.09577174797531558,0.05
4,irrelevant,num::qrsbt_confidence,-0.08357069677026734,0.05
4,irrelevant,num::qrsbt_support_score,0.0,0.05
4,irrelevant,num::base_rank,0.060543940449763994,0.05
4,irrelevant,action::PLACE_AT_2,0.016608920582192543,0.05
4,irrelevant,action::PLACE_AT_3,0.03777879702764497,0.05
4,irrelevant,action::PLACE_AT_5,-0.1073359113217012,0.05
4,irrelevant,action::PLACE_AT_10,-0.3399204234208756,0.05
4,irrelevant,interaction::qrsbt_relevance_probability__PLACE_AT_2,-0.06877702437162427,0.05
4,irrelevant,interaction::qrsbt_relevance_probability__PLACE_AT_3,-0.03641021882207965,0.05
4,irrelevant,interaction::qrsbt_relevance_probability__PLACE_AT_5,0.10372254597910958,0.05
4,irrelevant,interaction::qrsbt_relevance_probability__PLACE_AT_10,-0.10467330749664928,0.05
4,irrelevant,interaction::qrsbt_confidence__PLACE_AT_2,-0.0006661488025164505,0.05
4,irrelevant,interaction::qrsbt_confidence__PLACE_AT_3,-0.02224733728881525,0.05
4,irrelevant,interaction::qrsbt_confidence__PLACE_AT_5,-0.05831896153867292,0.05
4,irrelevant,interaction::qrsbt_confidence__PLACE_AT_10,0.11136284212659406,0.05
4,irrelevant,interaction::qrsbt_support_score__PLACE_AT_2,0.0,0.05
4,irrelevant,interaction::qrsbt_support_score__PLACE_AT_3,0.0,0.05
4,irrelevant,interaction::qrsbt_support_score__PLACE_AT_5,0.0,0.05
4,irrelevant,interaction::qrsbt_support_score__PLACE_AT_10,0.0,0.05
4,irrelevant,interaction::base_rank__PLACE_AT_2,0.08640024172312005,0.05
4,irrelevant,interaction::base_rank__PLACE_AT_3,0.016335942628952976,0.05
4,irrelevant,interaction::base_rank__PLACE_AT_5,-0.013842711725146383,0.05
4,irrelevant,interaction::base_rank__PLACE_AT_10,0.09051387985028192,0.05
4,false_warmup,num::qrsbt_relevance_probability,-0.10084909521780724,0.2
4,false_warmup,num::qrsbt_confidence,0.32648782048164005,0.2
4,false_warmup,num::qrsbt_support_score,0.0,0.2
4,false_warmup,num::base_rank,0.19437689458917334,0.2
4,false_warmup,action::PLACE_AT_2,0.3069250799985235,0.2
4,false_warmup,action::PLACE_AT_3,0.20146518646784722,0.2
4,false_warmup,action::PLACE_AT_5,0.07216801913790227,0.2
4,false_warmup,action::PLACE_AT_10,-1.1396982862768847,0.2
4,false_warmup,interaction::qrsbt_relevance_probability__PLACE_AT_2,-0.0880756062216844,0.2
4,false_warmup,interaction::qrsbt_relevance_probability__PLACE_AT_3,-0.05920942086444282,0.2
4,false_warmup,interaction::qrsbt_relevance_probability__PLACE_AT_5,-0.2274308972583418,0.2
4,false_warmup,interaction::qrsbt_relevance_probability__PLACE_AT_10,0.11111734441222007,0.2
4,false_warmup,interaction::qrsbt_confidence__PLACE_AT_2,0.026791478482772815,0.2
4,false_warmup,interaction::qrsbt_confidence__PLACE_AT_3,-0.028248184666984897,0.2
4,false_warmup,interaction::qrsbt_confidence__PLACE_AT_5,0.052534067614687534,0.2
4,false_warmup,interaction::qrsbt_confidence__PLACE_AT_10,-0.005011986489024065,0.2
4,false_warmup,interaction::qrsbt_support_score__PLACE_AT_2,0.0,0.2
4,false_warmup,interaction::qrsbt_support_score__PLACE_AT_3,0.0,0.2
4,false_warmup,interaction::qrsbt_support_score__PLACE_AT_5,0.0,0.2
4,false_warmup,interaction::qrsbt_support_score__PLACE_AT_10,0.0,0.2
4,false_warmup,interaction::base_rank__PLACE_AT_2,-0.008601141767903773,0.2
4,false_warmup,interaction::base_rank__PLACE_AT_3,-0.10911988791008485,0.2
4,false_warmup,interaction::base_rank__PLACE_AT_5,-0.18877447746063777,0.2
4,false_warmup,interaction::base_rank__PLACE_AT_10,-0.16213918927993845,0.2
4,worst_utility,num::qrsbt_relevance_probability,0.06505094597820858,0.05
4,worst_utility,num::qrsbt_confidence,-0.08359329694086692,0.05
4,worst_utility,num::qrsbt_support_score,0.0,0.05
4,worst_utility,num::base_rank,0.09377732973673868,0.05
4,worst_utility,action::PLACE_AT_2,-0.025433847837532778,0.05
4,worst_utility,action::PLACE_AT_3,-0.025362572895989064,0.05
4,worst_utility,action::PLACE_AT_5,0.1347946772809901,0.05
4,worst_utility,action::PLACE_AT_10,-0.025734776910256375,0.05
4,worst_utility,interaction::qrsbt_relevance_probability__PLACE_AT_2,0.045368496838581324,0.05
4,worst_utility,interaction::qrsbt_relevance_probability__PLACE_AT_3,0.030545001710450114,0.05
4,worst_utility,interaction::qrsbt_relevance_probability__PLACE_AT_5,-0.04826524558344492,0.05
4,worst_utility,interaction::qrsbt_relevance_probability__PLACE_AT_10,-0.02709572436794431,0.05
4,worst_utility,interaction::qrsbt_confidence__PLACE_AT_2,0.0036231188076233825,0.05
4,worst_utility,interaction::qrsbt_confidence__PLACE_AT_3,0.06504714761283241,0.05
4,worst_utility,interaction::qrsbt_confidence__PLACE_AT_5,0.007317884253921176,0.05
4,worst_utility,interaction::qrsbt_confidence__PLACE_AT_10,-0.09904311233801706,0.05
4,worst_utility,interaction::qrsbt_support_score__PLACE_AT_2,0.0,0.05
4,worst_utility,interaction::qrsbt_support_score__PLACE_AT_3,0.0,0.05
4,worst_utility,interaction::qrsbt_support_score__PLACE_AT_5,0.0,0.05
4,worst_utility,interaction::qrsbt_support_score__PLACE_AT_10,0.0,0.05
4,worst_utility,interaction::base_rank__PLACE_AT_2,0.03619742482416052,0.05
4,worst_utility,interaction::base_rank__PLACE_AT_3,0.011073784161726321,0.05
4,worst_utility,interaction::base_rank__PLACE_AT_5,-0.059590545039749546,0.05
4,worst_utility,interaction::base_rank__PLACE_AT_10,0.024364724916820235,0.05
4,p10_utility,num::qrsbt_relevance_probability,-0.11218029229783393,1.0
4,p10_utility,num::qrsbt_confidence,0.22921388759522543,1.0
4,p10_utility,num::qrsbt_support_score,0.0,1.0
4,p10_utility,num::base_rank,0.1767990922157817,1.0
4,p10_utility,action::PLACE_AT_2,0.5454510524034485,1.0
4,p10_utility,action::PLACE_AT_3,-0.0744793186693502,1.0
4,p10_utility,action::PLACE_AT_5,0.12823241232792876,1.0
4,p10_utility,action::PLACE_AT_10,-2.819895402083364,1.0
4,p10_utility,interaction::qrsbt_relevance_probability__PLACE_AT_2,-0.34390176431897823,1.0
4,p10_utility,interaction::qrsbt_relevance_probability__PLACE_AT_3,-0.11097645223867983,1.0
4,p10_utility,interaction::qrsbt_relevance_probability__PLACE_AT_5,-0.25945988609914566,1.0
4,p10_utility,interaction::qrsbt_relevance_probability__PLACE_AT_10,0.19835556029668738,1.0
4,p10_utility,interaction::qrsbt_confidence__PLACE_AT_2,0.21355579878857187,1.0
4,p10_utility,interaction::qrsbt_confidence__PLACE_AT_3,0.22661183015458317,1.0
4,p10_utility,interaction::qrsbt_confidence__PLACE_AT_5,-0.12906363184168035,1.0
4,p10_utility,interaction::qrsbt_confidence__PLACE_AT_10,-0.4461443468744787,1.0
4,p10_utility,interaction::qrsbt_support_score__PLACE_AT_2,0.0,1.0
4,p10_utility,interaction::qrsbt_support_score__PLACE_AT_3,0.0,1.0
4,p10_utility,interaction::qrsbt_support_score__PLACE_AT_5,0.0,1.0
4,p10_utility,interaction::qrsbt_support_score__PLACE_AT_10,0.0,1.0
4,p10_utility,interaction::base_rank__PLACE_AT_2,0.005790716323940298,1.0
4,p10_utility,interaction::base_rank__PLACE_AT_3,-0.19045154604917497,1.0
4,p10_utility,interaction::base_rank__PLACE_AT_5,0.26931135764034825,1.0
4,p10_utility,interaction::base_rank__PLACE_AT_10,-0.1623299732633678,1.0
5,utility,num::qrsbt_relevance_probability,-0.46193019125351675,0.1
5,utility,num::qrsbt_confidence,0.2285816622960319,0.1
5,utility,num::qrsbt_support_score,0.0,0.1
5,utility,num::base_rank,-0.2682651664792527,0.1
5,utility,action::PLACE_AT_2,-0.20378665542661592,0.1
5,utility,action::PLACE_AT_3,-0.3473336995565077,0.1
5,utility,action::PLACE_AT_5,-0.7256850734116297,0.1
5,utility,action::PLACE_AT_10,-1.70875473758038,0.1
5,utility,interaction::qrsbt_relevance_probability__PLACE_AT_2,0.1302431734431565,0.1
5,utility,interaction::qrsbt_relevance_probability__PLACE_AT_3,0.14812920230421098,0.1
5,utility,interaction::qrsbt_relevance_probability__PLACE_AT_5,0.3567062269121293,0.1
5,utility,interaction::qrsbt_relevance_probability__PLACE_AT_10,0.5140561188080511,0.1
5,utility,interaction::qrsbt_confidence__PLACE_AT_2,-0.024588207943472832,0.1
5,utility,interaction::qrsbt_confidence__PLACE_AT_3,0.07906313355394022,0.1
5,utility,interaction::qrsbt_confidence__PLACE_AT_5,-0.14993511409533214,0.1
5,utility,interaction::qrsbt_confidence__PLACE_AT_10,-0.18036908601277515,0.1
5,utility,interaction::qrsbt_support_score__PLACE_AT_2,0.0,0.1
5,utility,interaction::qrsbt_support_score__PLACE_AT_3,0.0,0.1
5,utility,interaction::qrsbt_support_score__PLACE_AT_5,0.0,0.1
5,utility,interaction::qrsbt_support_score__PLACE_AT_10,0.0,0.1
5,utility,interaction::base_rank__PLACE_AT_2,0.04771935821514975,0.1
5,utility,interaction::base_rank__PLACE_AT_3,0.09782698466874228,0.1
5,utility,interaction::base_rank__PLACE_AT_5,0.1346225669667962,0.1
5,utility,interaction::base_rank__PLACE_AT_10,0.18043554781104607,0.1
5,irrelevant,num::qrsbt_relevance_probability,0.26855831506931005,0.2
5,irrelevant,num::qrsbt_confidence,-0.38084111082160343,0.2
5,irrelevant,num::qrsbt_support_score,0.0,0.2
5,irrelevant,num::base_rank,0.04788799721020919,0.2
5,irrelevant,action::PLACE_AT_2,0.029727390491592797,0.2
5,irrelevant,action::PLACE_AT_3,0.024086966490938798,0.2
5,irrelevant,action::PLACE_AT_5,-0.2800133061270507,0.2
5,irrelevant,action::PLACE_AT_10,-0.7732604943389901,0.2
5,irrelevant,interaction::qrsbt_relevance_probability__PLACE_AT_2,-0.056443971959642236,0.2
5,irrelevant,interaction::qrsbt_relevance_probability__PLACE_AT_3,0.04970111319782338,0.2
5,irrelevant,interaction::qrsbt_relevance_probability__PLACE_AT_5,0.1883765868773914,0.2
5,irrelevant,interaction::qrsbt_relevance_probability__PLACE_AT_10,-0.19863515061392986,0.2
5,irrelevant,interaction::qrsbt_confidence__PLACE_AT_2,0.08916997366570248,0.2
5,irrelevant,interaction::qrsbt_confidence__PLACE_AT_3,-0.06645409974993616,0.2
5,irrelevant,interaction::qrsbt_confidence__PLACE_AT_5,-0.03777217116615503,0.2
5,irrelevant,interaction::qrsbt_confidence__PLACE_AT_10,0.12601945001326167,0.2
5,irrelevant,interaction::qrsbt_support_score__PLACE_AT_2,0.0,0.2
5,irrelevant,interaction::qrsbt_support_score__PLACE_AT_3,0.0,0.2
5,irrelevant,interaction::qrsbt_support_score__PLACE_AT_5,0.0,0.2
5,irrelevant,interaction::qrsbt_support_score__PLACE_AT_10,0.0,0.2
5,irrelevant,interaction::base_rank__PLACE_AT_2,0.07492018900631707,0.2
5,irrelevant,interaction::base_rank__PLACE_AT_3,0.13764277551268103,0.2
5,irrelevant,interaction::base_rank__PLACE_AT_5,-0.03939915543398302,0.2
5,irrelevant,interaction::base_rank__PLACE_AT_10,0.12483002560158914,0.2
5,false_warmup,num::qrsbt_relevance_probability,-0.06291464986949434,0.05
5,false_warmup,num::qrsbt_confidence,0.19378699679324665,0.05
5,false_warmup,num::qrsbt_support_score,0.0,0.05
5,false_warmup,num::base_rank,-0.07387869088061334,0.05
5,false_warmup,action::PLACE_AT_2,0.19460733666479801,0.05
5,false_warmup,action::PLACE_AT_3,0.11940895983516799,0.05
5,false_warmup,action::PLACE_AT_5,0.11333291356017665,0.05
5,false_warmup,action::PLACE_AT_10,-0.5116023127592966,0.05
5,false_warmup,interaction::qrsbt_relevance_probability__PLACE_AT_2,-0.03693086668884963,0.05
5,false_warmup,interaction::qrsbt_relevance_probability__PLACE_AT_3,-0.07807489936643178,0.05
5,false_warmup,interaction::qrsbt_relevance_probability__PLACE_AT_5,-0.09880962897947072,0.05
5,false_warmup,interaction::qrsbt_relevance_probability__PLACE_AT_10,0.002458474438495178,0.05
5,false_warmup,interaction::qrsbt_confidence__PLACE_AT_2,-0.020931338972530588,0.05
5,false_warmup,interaction::qrsbt_confidence__PLACE_AT_3,-0.010514878881250543,0.05
5,false_warmup,interaction::qrsbt_confidence__PLACE_AT_5,0.018926344690255437,0.05
5,false_warmup,interaction::qrsbt_confidence__PLACE_AT_10,0.033176122339635385,0.05
5,false_warmup,interaction::qrsbt_support_score__PLACE_AT_2,0.0,0.05
5,false_warmup,interaction::qrsbt_support_score__PLACE_AT_3,0.0,0.05
5,false_warmup,interaction::qrsbt_support_score__PLACE_AT_5,0.0,0.05
5,false_warmup,interaction::qrsbt_support_score__PLACE_AT_10,0.0,0.05
5,false_warmup,interaction::base_rank__PLACE_AT_2,0.005442561610629922,0.05
5,false_warmup,interaction::base_rank__PLACE_AT_3,-0.029272252735311075,0.05
5,false_warmup,interaction::base_rank__PLACE_AT_5,-0.13967749194072648,0.05
5,false_warmup,interaction::base_rank__PLACE_AT_10,0.01855953332951968,0.05
5,worst_utility,num::qrsbt_relevance_probability,0.174133649304078,0.05
5,worst_utility,num::qrsbt_confidence,-0.058636430862752296,0.05
5,worst_utility,num::qrsbt_support_score,0.0,0.05
5,worst_utility,num::base_rank,0.1343977812579202,0.05
5,worst_utility,action::PLACE_AT_2,-0.01941331990387755,0.05
5,worst_utility,action::PLACE_AT_3,-0.039460099903840674,0.05
5,worst_utility,action::PLACE_AT_5,0.1416972452113624,0.05
5,worst_utility,action::PLACE_AT_10,-0.03938951972540417,0.05
5,worst_utility,interaction::qrsbt_relevance_probability__PLACE_AT_2,0.0675111571596374,0.05
5,worst_utility,interaction::qrsbt_relevance_probability__PLACE_AT_3,0.02314620303239298,0.05
5,worst_utility,interaction::qrsbt_relevance_probability__PLACE_AT_5,-0.022426354067296178,0.05
5,worst_utility,interaction::qrsbt_relevance_probability__PLACE_AT_10,0.0003517038279632675,0.05
5,worst_utility,interaction::qrsbt_confidence__PLACE_AT_2,-0.07195299739020021,0.05
5,worst_utility,interaction::qrsbt_confidence__PLACE_AT_3,0.01647232010706785,0.05
5,worst_utility,interaction::qrsbt_confidence__PLACE_AT_5,0.03699572357534526,0.05
5,worst_utility,interaction::qrsbt_confidence__PLACE_AT_10,-0.08171364458819387,0.05
5,worst_utility,interaction::qrsbt_support_score__PLACE_AT_2,0.0,0.05
5,worst_utility,interaction::qrsbt_support_score__PLACE_AT_3,0.0,0.05
5,worst_utility,interaction::qrsbt_support_score__PLACE_AT_5,0.0,0.05
5,worst_utility,interaction::qrsbt_support_score__PLACE_AT_10,0.0,0.05
5,worst_utility,interaction::base_rank__PLACE_AT_2,-0.009012170392924172,0.05
5,worst_utility,interaction::base_rank__PLACE_AT_3,-0.00914173517105499,0.05
5,worst_utility,interaction::base_rank__PLACE_AT_5,-0.026284892039585894,0.05
5,worst_utility,interaction::base_rank__PLACE_AT_10,0.02435149223732541,0.05
5,p10_utility,num::qrsbt_relevance_probability,0.15553755485466805,1.0
5,p10_utility,num::qrsbt_confidence,0.14551026206774814,1.0
5,p10_utility,num::qrsbt_support_score,0.0,1.0
5,p10_utility,num::base_rank,0.34317747600440673,1.0
5,p10_utility,action::PLACE_AT_2,0.7915482583563853,1.0
5,p10_utility,action::PLACE_AT_3,0.07206130573746544,1.0
5,p10_utility,action::PLACE_AT_5,-0.020371355513035597,1.0
5,p10_utility,action::PLACE_AT_10,-2.8811571151007263,1.0
5,p10_utility,interaction::qrsbt_relevance_probability__PLACE_AT_2,-0.20683323464837117,1.0
5,p10_utility,interaction::qrsbt_relevance_probability__PLACE_AT_3,-0.0680606703750498,1.0
5,p10_utility,interaction::qrsbt_relevance_probability__PLACE_AT_5,-0.07371239059415587,1.0
5,p10_utility,interaction::qrsbt_relevance_probability__PLACE_AT_10,0.12584287424866594,1.0
5,p10_utility,interaction::qrsbt_confidence__PLACE_AT_2,0.1863636503973248,1.0
5,p10_utility,interaction::qrsbt_confidence__PLACE_AT_3,-0.19721003906642104,1.0
5,p10_utility,interaction::qrsbt_confidence__PLACE_AT_5,-0.6403821779505421,1.0
5,p10_utility,interaction::qrsbt_confidence__PLACE_AT_10,-0.29958640403270353,1.0
5,p10_utility,interaction::qrsbt_support_score__PLACE_AT_2,0.0,1.0
5,p10_utility,interaction::qrsbt_support_score__PLACE_AT_3,0.0,1.0
5,p10_utility,interaction::qrsbt_support_score__PLACE_AT_5,0.0,1.0
5,p10_utility,interaction::qrsbt_support_score__PLACE_AT_10,0.0,1.0
5,p10_utility,interaction::base_rank__PLACE_AT_2,0.49121073608166693,1.0
5,p10_utility,interaction::base_rank__PLACE_AT_3,-0.24455307545285607,1.0
5,p10_utility,interaction::base_rank__PLACE_AT_5,0.0881468973985491,1.0
5,p10_utility,interaction::base_rank__PLACE_AT_10,-0.24639571000872962,1.0
6,utility,num::qrsbt_relevance_probability,-0.3793410067828283,0.1
6,utility,num::qrsbt_confidence,0.28072362373722687,0.1
6,utility,num::qrsbt_support_score,0.0,0.1
6,utility,num::base_rank,-0.2333183036573451,0.1
6,utility,action::PLACE_AT_2,-0.24967179263938008,0.1
6,utility,action::PLACE_AT_3,-0.4155335744878398,0.1
6,utility,action::PLACE_AT_5,-0.7299382372688563,0.1
6,utility,action::PLACE_AT_10,-1.6823667690479305,0.1
6,utility,interaction::qrsbt_relevance_probability__PLACE_AT_2,0.1323815456832947,0.1
6,utility,interaction::qrsbt_relevance_probability__PLACE_AT_3,0.1015821116484978,0.1
6,utility,interaction::qrsbt_relevance_probability__PLACE_AT_5,0.31911764446945406,0.1
6,utility,interaction::qrsbt_relevance_probability__PLACE_AT_10,0.4397840974781767,0.1
6,utility,interaction::qrsbt_confidence__PLACE_AT_2,-0.06274059457979357,0.1
6,utility,interaction::qrsbt_confidence__PLACE_AT_3,0.09739419734056046,0.1
6,utility,interaction::qrsbt_confidence__PLACE_AT_5,-0.11020317794349668,0.1
6,utility,interaction::qrsbt_confidence__PLACE_AT_10,-0.22677019248932734,0.1
6,utility,interaction::qrsbt_support_score__PLACE_AT_2,0.0,0.1
6,utility,interaction::qrsbt_support_score__PLACE_AT_3,0.0,0.1
6,utility,interaction::qrsbt_support_score__PLACE_AT_5,0.0,0.1
6,utility,interaction::qrsbt_support_score__PLACE_AT_10,0.0,0.1
6,utility,interaction::base_rank__PLACE_AT_2,0.03274989498425963,0.1
6,utility,interaction::base_rank__PLACE_AT_3,0.12443107290611279,0.1
6,utility,interaction::base_rank__PLACE_AT_5,0.10367896181786966,0.1
6,utility,interaction::base_rank__PLACE_AT_10,0.13050560301728129,0.1
6,irrelevant,num::qrsbt_relevance_probability,0.2790159524857222,0.05
6,irrelevant,num::qrsbt_confidence,-0.10065695593191264,0.05
6,irrelevant,num::qrsbt_support_score,0.0,0.05
6,irrelevant,num::base_rank,0.09683107915545354,0.05
6,irrelevant,action::PLACE_AT_2,0.034715636561117924,0.05
6,irrelevant,action::PLACE_AT_3,0.0745223541371716,0.05
6,irrelevant,action::PLACE_AT_5,-0.15464224849919694,0.05
6,irrelevant,action::PLACE_AT_10,-0.3400930639696501,0.05
6,irrelevant,interaction::qrsbt_relevance_probability__PLACE_AT_2,0.004886094787914229,0.05
6,irrelevant,interaction::qrsbt_relevance_probability__PLACE_AT_3,0.05256257046279123,0.05
6,irrelevant,interaction::qrsbt_relevance_probability__PLACE_AT_5,0.11277686452295238,0.05
6,irrelevant,interaction::qrsbt_relevance_probability__PLACE_AT_10,-0.12332658464788021,0.05
6,irrelevant,interaction::qrsbt_confidence__PLACE_AT_2,-0.012332610548115335,0.05
6,irrelevant,interaction::qrsbt_confidence__PLACE_AT_3,-0.016179030913932045,0.05
6,irrelevant,interaction::qrsbt_confidence__PLACE_AT_5,0.0019322569728713614,0.05
6,irrelevant,interaction::qrsbt_confidence__PLACE_AT_10,0.10880059637037996,0.05
6,irrelevant,interaction::qrsbt_support_score__PLACE_AT_2,0.0,0.05
6,irrelevant,interaction::qrsbt_support_score__PLACE_AT_3,0.0,0.05
6,irrelevant,interaction::qrsbt_support_score__PLACE_AT_5,0.0,0.05
6,irrelevant,interaction::qrsbt_support_score__PLACE_AT_10,0.0,0.05
6,irrelevant,interaction::base_rank__PLACE_AT_2,0.04101636200403946,0.05
6,irrelevant,interaction::base_rank__PLACE_AT_3,0.04849512782617664,0.05
6,irrelevant,interaction::base_rank__PLACE_AT_5,0.009789772418764432,0.05
6,irrelevant,interaction::base_rank__PLACE_AT_10,0.09870583846706846,0.05
6,false_warmup,num::qrsbt_relevance_probability,-0.2112958321513309,0.2
6,false_warmup,num::qrsbt_confidence,0.32055438135163233,0.2
6,false_warmup,num::qrsbt_support_score,0.0,0.2
6,false_warmup,num::base_rank,0.017081161390116107,0.2
6,false_warmup,action::PLACE_AT_2,0.21892187135319544,0.2
6,false_warmup,action::PLACE_AT_3,0.14263243304362866,0.2
6,false_warmup,action::PLACE_AT_5,0.16112344359981048,0.2
6,false_warmup,action::PLACE_AT_10,-1.0677860569537923,0.2
6,false_warmup,interaction::qrsbt_relevance_probability__PLACE_AT_2,-0.08171699038861181,0.2
6,false_warmup,interaction::qrsbt_relevance_probability__PLACE_AT_3,-0.12023619626033719,0.2
6,false_warmup,interaction::qrsbt_relevance_probability__PLACE_AT_5,-0.1781071371506999,0.2
6,false_warmup,interaction::qrsbt_relevance_probability__PLACE_AT_10,0.07891748036437568,0.2
6,false_warmup,interaction::qrsbt_confidence__PLACE_AT_2,-0.024351093261357617,0.2
6,false_warmup,interaction::qrsbt_confidence__PLACE_AT_3,-0.026851623389754914,0.2
6,false_warmup,interaction::qrsbt_confidence__PLACE_AT_5,0.12140716645974717,0.2
6,false_warmup,interaction::qrsbt_confidence__PLACE_AT_10,0.06663661327798903,0.2
6,false_warmup,interaction::qrsbt_support_score__PLACE_AT_2,0.0,0.2
6,false_warmup,interaction::qrsbt_support_score__PLACE_AT_3,0.0,0.2
6,false_warmup,interaction::qrsbt_support_score__PLACE_AT_5,0.0,0.2
6,false_warmup,interaction::qrsbt_support_score__PLACE_AT_10,0.0,0.2
6,false_warmup,interaction::base_rank__PLACE_AT_2,0.04696114415997414,0.2
6,false_warmup,interaction::base_rank__PLACE_AT_3,0.009644375603806144,0.2
6,false_warmup,interaction::base_rank__PLACE_AT_5,-0.19689129431059813,0.2
6,false_warmup,interaction::base_rank__PLACE_AT_10,-0.04573486213382117,0.2
6,worst_utility,num::qrsbt_relevance_probability,0.14120229790191838,0.05
6,worst_utility,num::qrsbt_confidence,-0.04462173046321563,0.05
6,worst_utility,num::qrsbt_support_score,0.0,0.05
6,worst_utility,num::base_rank,0.12195207544191053,0.05
6,worst_utility,action::PLACE_AT_2,0.04373300588635481,0.05
6,worst_utility,action::PLACE_AT_3,-0.01661915506673452,0.05
6,worst_utility,action::PLACE_AT_5,0.10383419615679386,0.05
6,worst_utility,action::PLACE_AT_10,-0.13698672753330082,0.05
6,worst_utility,interaction::qrsbt_relevance_probability__PLACE_AT_2,0.015151625340389179,0.05
6,worst_utility,interaction::qrsbt_relevance_probability__PLACE_AT_3,0.05354040617317308,0.05
6,worst_utility,interaction::qrsbt_relevance_probability__PLACE_AT_5,-0.100953924884248,0.05
6,worst_utility,interaction::qrsbt_relevance_probability__PLACE_AT_10,-0.015809449348463147,0.05
6,worst_utility,interaction::qrsbt_confidence__PLACE_AT_2,0.05177189725684294,0.05
6,worst_utility,interaction::qrsbt_confidence__PLACE_AT_3,-0.06595674805709746,0.05
6,worst_utility,interaction::qrsbt_confidence__PLACE_AT_5,-0.12932870089380452,0.05
6,worst_utility,interaction::qrsbt_confidence__PLACE_AT_10,-0.02932975960182169,0.05
6,worst_utility,interaction::qrsbt_support_score__PLACE_AT_2,0.0,0.05
6,worst_utility,interaction::qrsbt_support_score__PLACE_AT_3,0.0,0.05
6,worst_utility,interaction::qrsbt_support_score__PLACE_AT_5,0.0,0.05
6,worst_utility,interaction::qrsbt_support_score__PLACE_AT_10,0.0,0.05
6,worst_utility,interaction::base_rank__PLACE_AT_2,0.043633100732840754,0.05
6,worst_utility,interaction::base_rank__PLACE_AT_3,0.003206155901378223,0.05
6,worst_utility,interaction::base_rank__PLACE_AT_5,-0.044721303091565384,0.05
6,worst_utility,interaction::base_rank__PLACE_AT_10,0.06945649618631411,0.05
6,p10_utility,num::qrsbt_relevance_probability,0.07016269836221066,1.0
6,p10_utility,num::qrsbt_confidence,0.2211287281269004,1.0
6,p10_utility,num::qrsbt_support_score,0.0,1.0
6,p10_utility,num::base_rank,0.2748075172142653,1.0
6,p10_utility,action::PLACE_AT_2,0.5497598436435116,1.0
6,p10_utility,action::PLACE_AT_3,-0.06391012486000264,1.0
6,p10_utility,action::PLACE_AT_5,-0.145648391535951,1.0
6,p10_utility,action::PLACE_AT_10,-3.082849270637156,1.0
6,p10_utility,interaction::qrsbt_relevance_probability__PLACE_AT_2,-0.024829535270956077,1.0
6,p10_utility,interaction::qrsbt_relevance_probability__PLACE_AT_3,-0.37229456742665873,1.0
6,p10_utility,interaction::qrsbt_relevance_probability__PLACE_AT_5,-0.1205671936448236,1.0
6,p10_utility,interaction::qrsbt_relevance_probability__PLACE_AT_10,-0.02024825421141226,1.0
6,p10_utility,interaction::qrsbt_confidence__PLACE_AT_2,0.3601125681241363,1.0
6,p10_utility,interaction::qrsbt_confidence__PLACE_AT_3,-0.024789863170540282,1.0
